Surname,ApproximateNumber,%Frequency,Rank,Percent,Cumulative_percent
ARNO,2487,0.001,15935,1.46425747503441e-05,0.0261955662283654
ARNOLD,139272,0.055999999999999994,170,0.0008199841860192696,0.027015550414384668
ARNONE,2487,0.001,9263,1.46425747503441e-05,0.02703019298913501
ARNOTT,2487,0.001,14422,1.46425747503441e-05,0.027044835563885355
ARNWINE,2487,0.001,17467,1.46425747503441e-05,0.027059478138635698
AROCHA,2487,0.001,16650,1.46425747503441e-05,0.02707412071338604
AROCHO,2487,0.001,11600,1.46425747503441e-05,0.027088763288136385
ARON,2487,0.001,10678,1.46425747503441e-05,0.027103405862886728
ARONSON,4974,0.002,6134,2.92851495006882e-05,0.027132691012387414
ARP,2487,0.001,10008,1.46425747503441e-05,0.027147333587137758
ARPIN,2487,0.001,17466,1.46425747503441e-05,0.0271619761618881
ARRANT,2487,0.001,18829,1.46425747503441e-05,0.027176618736638444
ARREDONDO,17409,0.006999999999999999,1871,0.0001024980232524087,0.027279116759890854
ARREGUIN,2487,0.001,18828,1.46425747503441e-05,0.027293759334641197
ARRELLANO,2487,0.001,16262,1.46425747503441e-05,0.02730840190939154
ARREY,2487,0.001,18827,1.46425747503441e-05,0.027323044484141884
ARRIETA,2487,0.001,18826,1.46425747503441e-05,0.027337687058892227
ARRINGTON,27357,0.011000000000000001,1128,0.0001610683222537851,0.027498755381146014
ARROWOOD,4974,0.002,6008,2.92851495006882e-05,0.0275280405306467
ARROYO,29844,0.012,1010,0.00017571089700412921,0.02770375142765083
ARRUDA,4974,0.002,6619,2.92851495006882e-05,0.027733036577151517
ARTER,2487,0.001,13865,1.46425747503441e-05,0.02774767915190186
ARTERBURN,2487,0.001,12908,1.46425747503441e-05,0.027762321726652203
ARTHUR,24870,0.01,1227,0.000146425747503441,0.027908747474155643
ARTHURS,2487,0.001,18825,1.46425747503441e-05,0.027923390048905986
ARTIAGA,2487,0.001,18356,1.46425747503441e-05,0.02793803262365633
ARTMAN,2487,0.001,14421,1.46425747503441e-05,0.027952675198406673
ARTRIP,2487,0.001,10127,1.46425747503441e-05,0.027967317773157016
ARTZ,2487,0.001,14998,1.46425747503441e-05,0.02798196034790736
ARVIDSON,2487,0.001,18824,1.46425747503441e-05,0.027996602922657703
ARVIN,2487,0.001,10393,1.46425747503441e-05,0.028011245497408046
ARVISO,2487,0.001,17465,1.46425747503441e-05,0.02802588807215839
ARVIZU,2487,0.001,8676,1.46425747503441e-05,0.028040530646908732
ARWOOD,2487,0.001,8601,1.46425747503441e-05,0.028055173221659076
ARY,2487,0.001,16649,1.46425747503441e-05,0.02806981579640942
ARZOLA,2487,0.001,8860,1.46425747503441e-05,0.028084458371159762
ASARO,2487,0.001,18355,1.46425747503441e-05,0.028099100945910106
ASAY,2487,0.001,13118,1.46425747503441e-05,0.02811374352066045
ASBERRY,2487,0.001,8600,1.46425747503441e-05,0.028128386095410792
ASCENCIO,2487,0.001,10534,1.46425747503441e-05,0.028143028670161135
ASENCIO,2487,0.001,13594,1.46425747503441e-05,0.02815767124491148
ASH,22383,0.009000000000000001,1436,0.0001317831727530969,0.028289454417664575
ASHBAUGH,2487,0.001,9748,1.46425747503441e-05,0.02830409699241492
ASHBROOK,2487,0.001,15934,1.46425747503441e-05,0.02831873956716526
ASHBURN,4974,0.002,6618,2.92851495006882e-05,0.028348024716665948
ASHBY,17409,0.006999999999999999,1832,0.0001024980232524087,0.028450522739918358
ASHCROFT,2487,0.001,13593,1.46425747503441e-05,0.0284651653146687
ASHLEY,39792,0.016,725,0.0002342811960055056,0.028699446510674208
ASHLOCK,2487,0.001,12278,1.46425747503441e-05,0.02871408908542455
ASHMAN,2487,0.001,13864,1.46425747503441e-05,0.028728731660174894
ASHURST,2487,0.001,18823,1.46425747503441e-05,0.028743374234925238
ASKEW,17409,0.006999999999999999,1932,0.0001024980232524087,0.028845872258177647
ASKINS,2487,0.001,8414,1.46425747503441e-05,0.02886051483292799
ASMUS,2487,0.001,18354,1.46425747503441e-05,0.028875157407678334
ASTLE,2487,0.001,17068,1.46425747503441e-05,0.028889799982428677
ASTON,4974,0.002,6617,2.92851495006882e-05,0.028919085131929364
ASTORGA,2487,0.001,10816,1.46425747503441e-05,0.028933727706679707
ASTUDILLO,2487,0.001,15280,1.46425747503441e-05,0.02894837028143005
ASUNCION,2487,0.001,9065,1.46425747503441e-05,0.028963012856180394
ATCHLEY,4974,0.002,5289,2.92851495006882e-05,0.02899229800568108
ATEN,2487,0.001,17067,1.46425747503441e-05,0.029006940580431424
ATENCIO,4974,0.002,7110,2.92851495006882e-05,0.02903622572993211
ATER,2487,0.001,16261,1.46425747503441e-05,0.029050868304682453
ATHEY,2487,0.001,9164,1.46425747503441e-05,0.029065510879432797
ATKIN,2487,0.001,10677,1.46425747503441e-05,0.02908015345418314
ATKINS,57201,0.023,500,0.00033677921925791434,0.029416932673441053
ATKINSON,47253,0.019,635,0.0002782089202565379,0.029695141593697592
ATKISON,2487,0.001,16648,1.46425747503441e-05,0.029709784168447936
ATLAS,2487,0.001,14131,1.46425747503441e-05,0.02972442674319828
ATNIP,2487,0.001,15933,1.46425747503441e-05,0.029739069317948622
ATTAWAY,4974,0.002,7440,2.92851495006882e-05,0.02976835446744931
ATTEBERY,2487,0.001,15597,1.46425747503441e-05,0.029782997042199652
ATTERBERRY,2487,0.001,11418,1.46425747503441e-05,0.029797639616949995
ATTWOOD,2487,0.001,18353,1.46425747503441e-05,0.02981228219170034
ATWATER,2487,0.001,7858,1.46425747503441e-05,0.029826924766450682
ATWOOD,17409,0.006999999999999999,1709,0.0001024980232524087,0.029929422789703092
AU,2487,0.001,11417,1.46425747503441e-05,0.029944065364453435
AUBE,2487,0.001,9367,1.46425747503441e-05,0.02995870793920378
AUBIN,2487,0.001,7556,1.46425747503441e-05,0.02997335051395412
AUBREY,2487,0.001,8009,1.46425747503441e-05,0.029987993088704465
AUBRY,2487,0.001,13592,1.46425747503441e-05,0.030002635663454808
AUBUCHON,2487,0.001,10265,1.46425747503441e-05,0.03001727823820515
AUCLAIR,2487,0.001,13863,1.46425747503441e-05,0.030031920812955495
AUCOIN,4974,0.002,5209,2.92851495006882e-05,0.03006120596245618
AUDET,2487,0.001,7923,1.46425747503441e-05,0.030075848537206525
AUDETTE,4974,0.002,7173,2.92851495006882e-05,0.03010513368670721
AUER,2487,0.001,10954,1.46425747503441e-05,0.030119776261457554
AUERBACH,2487,0.001,12484,1.46425747503441e-05,0.030134418836207898
AUGER,4974,0.002,5288,2.92851495006882e-05,0.030163703985708584
AUGUSTE,2487,0.001,11113,1.46425747503441e-05,0.030178346560458928
AUGUSTIN,2487,0.001,9605,1.46425747503441e-05,0.03019298913520927
AUGUSTUS,2487,0.001,9064,1.46425747503441e-05,0.030207631709959614
AULD,2487,0.001,8771,1.46425747503441e-05,0.030222274284709957
AULTMAN,2487,0.001,9063,1.46425747503441e-05,0.0302369168594603
AUMAN,2487,0.001,13360,1.46425747503441e-05,0.030251559434210644
AUMILLER,2487,0.001,17464,1.46425747503441e-05,0.030266202008960987
AURAND,2487,0.001,14420,1.46425747503441e-05,0.03028084458371133
AUST,2487,0.001,11416,1.46425747503441e-05,0.030295487158461674
AUSTIN,129324,0.052000000000000005,196,0.0007614138870178932,0.031056901045479566
AUSTRIA,2487,0.001,14694,1.46425747503441e-05,0.03107154362022991
AUTEN,4974,0.002,7500,2.92851495006882e-05,0.031100828769730596
AUTHEMENT,2487,0.001,11752,1.46425747503441e-05,0.03111547134448094
AUTREY,4974,0.002,6332,2.92851495006882e-05,0.031144756493981626
AUXIER,2487,0.001,16647,1.46425747503441e-05,0.03115939906873197
AUYEUNG,2487,0.001,16260,1.46425747503441e-05,0.031174041643482312
AUZENNE,2487,0.001,17066,1.46425747503441e-05,0.031188684218232655
AVALLONE,2487,0.001,13591,1.46425747503441e-05,0.031203326792983
AVANS,2487,0.001,17463,1.46425747503441e-05,0.031217969367733342
AVANT,4974,0.002,5172,2.92851495006882e-05,0.03124725451723403
AVELAR,4974,0.002,6455,2.92851495006882e-05,0.031276539666734715
AVENDANO,2487,0.001,12277,1.46425747503441e-05,0.03129118224148506
AVENT,2487,0.001,8084,1.46425747503441e-05,0.03130582481623541
AVERA,2487,0.001,14693,1.46425747503441e-05,0.031320467390985755
AVERETT,2487,0.001,8413,1.46425747503441e-05,0.0313351099657361
AVERILL,4974,0.002,6990,2.92851495006882e-05,0.03136439511523679
AVERY,37305,0.015,775,0.00021963862125516152,0.03158403373649195
AVEY,2487,0.001,15932,1.46425747503441e-05,0.031598676311242295
AVILA,47253,0.019,609,0.0002782089202565379,0.031876885231498835
AVILLA,2487,0.001,15279,1.46425747503441e-05,0.03189152780624918
AVINA,2487,0.001,7779,1.46425747503441e-05,0.03190617038099953
AVIS,2487,0.001,13590,1.46425747503441e-05,0.031920812955749875
AVITIA,2487,0.001,14997,1.46425747503441e-05,0.03193545553050022
AWAD,2487,0.001,11751,1.46425747503441e-05,0.03195009810525057
AXELSON,2487,0.001,17895,1.46425747503441e-05,0.031964740680000915
AXFORD,2487,0.001,15596,1.46425747503441e-05,0.03197938325475126
AXTELL,2487,0.001,11415,1.46425747503441e-05,0.03199402582950161
AYALA,57201,0.023,513,0.00033677921925791434,0.03233080504875952
AYBAR,2487,0.001,12276,1.46425747503441e-05,0.03234544762350987
AYCOCK,4974,0.002,5171,2.92851495006882e-05,0.032374732773010555
AYER,2487,0.001,7630,1.46425747503441e-05,0.0323893753477609
AYERS,42279,0.017,677,0.00024892377075584973,0.032638299118516755
AYLWARD,2487,0.001,18822,1.46425747503441e-05,0.0326529416932671
AYON,2487,0.001,10126,1.46425747503441e-05,0.03266758426801745
AYOTTE,4974,0.002,7439,2.92851495006882e-05,0.032696869417518135
AYOUB,2487,0.001,17462,1.46425747503441e-05,0.03271151199226848
AZAR,2487,0.001,9747,1.46425747503441e-05,0.03272615456701883
AZEVEDO,4974,0.002,5636,2.92851495006882e-05,0.032755439716519515
AZIZ,2487,0.001,11750,1.46425747503441e-05,0.03277008229126986
AZURE,2487,0.001,9062,1.46425747503441e-05,0.03278472486602021
BAADE,2487,0.001,18352,1.46425747503441e-05,0.032799367440770555
BABB,17409,0.006999999999999999,1888,0.0001024980232524087,0.03290186546402296
BABBITT,4974,0.002,5635,2.92851495006882e-05,0.03293115061352365
BABCOCK,17409,0.006999999999999999,1702,0.0001024980232524087,0.033033648636776054
BABICH,2487,0.001,18351,1.46425747503441e-05,0.0330482912115264
BABINEAU,2487,0.001,18350,1.46425747503441e-05,0.03306293378627675
BABINEAUX,4974,0.002,7172,2.92851495006882e-05,0.033092218935777434
BACA,22383,0.009000000000000001,1380,0.0001317831727530969,0.033224002108530534
BACCHUS,2487,0.001,16646,1.46425747503441e-05,0.03323864468328088
BACCUS,2487,0.001,13862,1.46425747503441e-05,0.03325328725803123
BACHAND,2487,0.001,14130,1.46425747503441e-05,0.033267929832781575
BACHELDER,2487,0.001,17065,1.46425747503441e-05,0.03328257240753192
BACHER,2487,0.001,17064,1.46425747503441e-05,0.03329721498228227
BACHMANN,2487,0.001,10676,1.46425747503441e-05,0.033311857557032615
BACHUS,2487,0.001,17063,1.46425747503441e-05,0.03332650013178296
BACKER,2487,0.001,7629,1.46425747503441e-05,0.03334114270653331
BACKES,2487,0.001,11414,1.46425747503441e-05,0.033355785281283655
BACKLUND,2487,0.001,14996,1.46425747503441e-05,0.033370427856034
BACKMAN,4974,0.002,7171,2.92851495006882e-05,0.03339971300553469
BACKSTROM,2487,0.001,16259,1.46425747503441e-05,0.033414355580285035
BACKUS,4974,0.002,5104,2.92851495006882e-05,0.03344364072978572
BACON,29844,0.012,1041,0.00017571089700412921,0.03361935162678985
BACOTE,2487,0.001,18821,1.46425747503441e-05,0.033633994201540195
BAD,2487,0.001,17894,1.46425747503441e-05,0.03364863677629054
BADE,2487,0.001,8008,1.46425747503441e-05,0.03366327935104089
BADEN,2487,0.001,13359,1.46425747503441e-05,0.033677921925791235
BADGETT,2487,0.001,9475,1.46425747503441e-05,0.03369256450054158
BADGLEY,2487,0.001,16258,1.46425747503441e-05,0.03370720707529193
BADILLA,2487,0.001,17062,1.46425747503441e-05,0.033721849650042275
BAEHR,2487,0.001,17061,1.46425747503441e-05,0.03373649222479262
BAEZ,19896,0.008,1597,0.0001171405980027528,0.033853632822795375
BAEZA,4974,0.002,5466,2.92851495006882e-05,0.03388291797229606
BAGBY,4974,0.002,5561,2.92851495006882e-05,0.03391220312179675
BAGGS,2487,0.001,18820,1.46425747503441e-05,0.033926845696547095
BAHE,2487,0.001,14129,1.46425747503441e-05,0.03394148827129744
BAHENA,4974,0.002,6566,2.92851495006882e-05,0.03397077342079813
BAHR,4974,0.002,5208,2.92851495006882e-05,0.034000058570298815
BAIER,4974,0.002,7438,2.92851495006882e-05,0.0340293437197995
BAIL,2487,0.001,18819,1.46425747503441e-05,0.03404398629454985
BAILES,2487,0.001,8599,1.46425747503441e-05,0.034058628869300195
BAILEY,286005,0.115,60,0.0016838960962895716,0.035742524965589766
BAILLARGEON,2487,0.001,8083,1.46425747503441e-05,0.03575716754034011
BAILLIE,2487,0.001,15595,1.46425747503441e-05,0.03577181011509046
BAILY,4974,0.002,6565,2.92851495006882e-05,0.035801095264591146
BAIN,17409,0.006999999999999999,1842,0.0001024980232524087,0.03590359328784355
BAINBRIDGE,2487,0.001,12275,1.46425747503441e-05,0.0359182358625939
BAINE,2487,0.001,18818,1.46425747503441e-05,0.035932878437344246
BAINS,2487,0.001,17060,1.46425747503441e-05,0.03594752101209459
BAINTER,2487,0.001,18349,1.46425747503441e-05,0.03596216358684494
BAIRD,32331,0.013000000000000001,911,0.0001903534717544733,0.03615251705859941
BAISDEN,2487,0.001,9604,1.46425747503441e-05,0.03616715963334976
BAISLEY,2487,0.001,17059,1.46425747503441e-05,0.036181802208100106
BAITY,2487,0.001,12483,1.46425747503441e-05,0.03619644478285045
BAIZE,2487,0.001,13358,1.46425747503441e-05,0.0362110873576008
BAK,2487,0.001,11749,1.46425747503441e-05,0.036225729932351146
BAKER,425277,0.171,37,0.0025038802823088412,0.03872961021465999
BAKKE,2487,0.001,8082,1.46425747503441e-05,0.038744252789410336
BAKKEN,2487,0.001,9474,1.46425747503441e-05,0.03875889536416068
BAKKER,2487,0.001,8598,1.46425747503441e-05,0.03877353793891103
BAKOS,2487,0.001,15931,1.46425747503441e-05,0.038788180513661376
BALAS,2487,0.001,15930,1.46425747503441e-05,0.03880282308841172
BALBUENA,2487,0.001,16257,1.46425747503441e-05,0.03881746566316207
BALCH,4974,0.002,6331,2.92851495006882e-05,0.038846750812662756
BALCOM,2487,0.001,8972,1.46425747503441e-05,0.0388613933874131
BALDERRAMA,2487,0.001,14128,1.46425747503441e-05,0.03887603596216345
BALDREE,2487,0.001,18817,1.46425747503441e-05,0.038890678536913796
BALDUCCI,2487,0.001,18348,1.46425747503441e-05,0.03890532111166414
BALDWIN,79584,0.032,338,0.0004685623920110112,0.039373883503675156
BALE,2487,0.001,12274,1.46425747503441e-05,0.0393885260784255
BALENTINE,2487,0.001,12107,1.46425747503441e-05,0.03940316865317585
BALEY,2487,0.001,16645,1.46425747503441e-05,0.039417811227926196
BALFOUR,2487,0.001,14692,1.46425747503441e-05,0.03943245380267654
BALK,2487,0.001,15929,1.46425747503441e-05,0.03944709637742689
BALKE,2487,0.001,14127,1.46425747503441e-05,0.039461738952177236
BALL,84558,0.034,320,0.0004978475415116995,0.039959586493688935
BALLANCE,2487,0.001,8597,1.46425747503441e-05,0.03997422906843928
BALLANTYNE,2487,0.001,17893,1.46425747503441e-05,0.03998887164318963
BALLARD,64662,0.026000000000000002,431,0.0003807069435089466,0.040369578586698575
BALLENGER,4974,0.002,7359,2.92851495006882e-05,0.04039886373619926
BALLENTINE,2487,0.001,9061,1.46425747503441e-05,0.04041350631094961
BALLESTEROS,4974,0.002,5757,2.92851495006882e-05,0.040442791460450295
BALLEW,4974,0.002,5039,2.92851495006882e-05,0.04047207660995098
BALLING,2487,0.001,18347,1.46425747503441e-05,0.04048671918470133
BALLS,2487,0.001,15928,1.46425747503441e-05,0.040501361759451675
BALLWEG,2487,0.001,17058,1.46425747503441e-05,0.04051600433420202
BALMER,2487,0.001,12482,1.46425747503441e-05,0.04053064690895237
BALOG,2487,0.001,17892,1.46425747503441e-05,0.040545289483702715
BALOGH,2487,0.001,13589,1.46425747503441e-05,0.04055993205845306
BALSAMO,2487,0.001,11748,1.46425747503441e-05,0.04057457463320341
BALSER,2487,0.001,15594,1.46425747503441e-05,0.040589217207953755
BALTAZAR,4974,0.002,7437,2.92851495006882e-05,0.04061850235745444
BALTES,2487,0.001,17891,1.46425747503441e-05,0.04063314493220479
BALTIMORE,2487,0.001,13357,1.46425747503441e-05,0.040647787506955135
BALTZ,2487,0.001,13117,1.46425747503441e-05,0.04066243008170548
BALTZELL,2487,0.001,18346,1.46425747503441e-05,0.04067707265645583
BALZER,2487,0.001,9163,1.46425747503441e-05,0.040691715231206176
BANACH,2487,0.001,13861,1.46425747503441e-05,0.04070635780595652
BANAS,2487,0.001,8007,1.46425747503441e-05,0.04072100038070687
BANCROFT,4974,0.002,5890,2.92851495006882e-05,0.040750285530207556
BANE,4974,0.002,5244,2.92851495006882e-05,0.04077957067970824
BANES,2487,0.001,14995,1.46425747503441e-05,0.04079421325445859
BANEY,2487,0.001,12689,1.46425747503441e-05,0.040808855829208936
BANFIELD,2487,0.001,14419,1.46425747503441e-05,0.04082349840395928
BANG,2487,0.001,10675,1.46425747503441e-05,0.04083814097870963
BANGERT,2487,0.001,14994,1.46425747503441e-05,0.040852783553459976
BANGS,2487,0.001,9162,1.46425747503441e-05,0.04086742612821032
BANH,2487,0.001,14126,1.46425747503441e-05,0.04088206870296067
BANISTER,4974,0.002,7231,2.92851495006882e-05,0.040911353852461356
BANK,2487,0.001,8006,1.46425747503441e-05,0.0409259964272117
BANKER,4974,0.002,7499,2.92851495006882e-05,0.04095528157671239
BANKHEAD,2487,0.001,9870,1.46425747503441e-05,0.040969924151462736
BANKS,119376,0.048,215,0.0007028435880165169,0.041672767739479255
BANNERMAN,2487,0.001,17890,1.46425747503441e-05,0.0416874103142296
BANNING,2487,0.001,11112,1.46425747503441e-05,0.04170205288897995
BANNON,4974,0.002,7436,2.92851495006882e-05,0.041731338038480635
BANTA,4974,0.002,5681,2.92851495006882e-05,0.04176062318798132
BANTON,2487,0.001,12481,1.46425747503441e-05,0.04177526576273167
BAPTIST,2487,0.001,9746,1.46425747503441e-05,0.041789908337482015
BAPTISTA,2487,0.001,12907,1.46425747503441e-05,0.04180455091223236
BARAHONA,2487,0.001,8330,1.46425747503441e-05,0.04181919348698271
BARAJAS,19896,0.008,1654,0.0001171405980027528,0.04193633408498546
BARAN,4974,0.002,5465,2.92851495006882e-05,0.04196561923448615
BARANOWSKI,2487,0.001,9603,1.46425747503441e-05,0.041980261809236495
BARATTA,2487,0.001,15593,1.46425747503441e-05,0.04199490438398684
BARB,2487,0.001,13356,1.46425747503441e-05,0.04200954695873719
BARBAGALLO,2487,0.001,18816,1.46425747503441e-05,0.042024189533487535
BARBARA,2487,0.001,11413,1.46425747503441e-05,0.04203883210823788
BARBEAU,2487,0.001,12106,1.46425747503441e-05,0.04205347468298823
BARBER,79584,0.032,335,0.0004685623920110112,0.04252203707499924
BARBERA,2487,0.001,13116,1.46425747503441e-05,0.04253667964974959
BARBIERI,2487,0.001,7555,1.46425747503441e-05,0.042551322224499935
BARBOZA,4974,0.002,6243,2.92851495006882e-05,0.04258060737400062
BARCENAS,2487,0.001,13860,1.46425747503441e-05,0.04259524994875097
BARCIA,2487,0.001,14418,1.46425747503441e-05,0.042609892523501315
BARCO,2487,0.001,15927,1.46425747503441e-05,0.04262453509825166
BARCOMB,2487,0.001,15926,1.46425747503441e-05,0.04263917767300201
BARCUS,2487,0.001,13115,1.46425747503441e-05,0.042653820247752355
BARDIN,2487,0.001,14993,1.46425747503441e-05,0.0426684628225027
BARDSLEY,2487,0.001,15278,1.46425747503441e-05,0.04268310539725305
BARDWELL,2487,0.001,8150,1.46425747503441e-05,0.042697747972003396
BARE,4974,0.002,6373,2.92851495006882e-05,0.04272703312150408
BAREFIELD,2487,0.001,12906,1.46425747503441e-05,0.04274167569625443
BAREFOOT,2487,0.001,8770,1.46425747503441e-05,0.042756318271004776
BARGA,2487,0.001,15592,1.46425747503441e-05,0.04277096084575512
BARGAS,2487,0.001,12905,1.46425747503441e-05,0.04278560342050547
BARGE,2487,0.001,8675,1.46425747503441e-05,0.042800245995255816
BARGO,2487,0.001,17889,1.46425747503441e-05,0.04281488857000616
BARHORST,4974,0.002,7435,2.92851495006882e-05,0.04284417371950685
BARIL,2487,0.001,11919,1.46425747503441e-05,0.042858816294257196
BARILE,2487,0.001,17057,1.46425747503441e-05,0.04287345886900754
BARK,2487,0.001,15925,1.46425747503441e-05,0.04288810144375789
BARKER,87045,0.035,316,0.0005124901162620435,0.043400591560019935
BARKMAN,2487,0.001,18815,1.46425747503441e-05,0.04341523413477028
BARKS,2487,0.001,12480,1.46425747503441e-05,0.04342987670952063
BARLETT,2487,0.001,12904,1.46425747503441e-05,0.043444519284270976
BARLEY,2487,0.001,9745,1.46425747503441e-05,0.04345916185902132
BARLOW,29844,0.012,988,0.00017571089700412921,0.04363487275602545
BARLOWE,2487,0.001,18814,1.46425747503441e-05,0.043649515330775795
